0,1921
5,0
10,135
15,256
20,390
25,529
30,3116
35,3091
40,3173
45,3224
50,3119
55,3142
60,3108
65,3095
70,3032
75,3110
80,3129
85,3124
90,3137
95,3059
100,3110
