0,1311
5,0
10,134
15,252
20,385
25,3010
30,3015
35,2981
40,2955
45,3052
50,3039
55,3037
60,3030
65,2869
70,2947
75,3003
80,3069
85,2954
90,3025
95,3013
100,2919
