0,767
5,0
10,103
15,239
20,2951
25,2937
30,2828
35,2837
40,2955
45,2889
50,2857
55,2776
60,2942
65,2866
70,2862
75,2890
80,2840
85,2874
90,2858
95,2783
100,2946
