0,111
5,0
10,2624
15,2594
20,2588
25,2633
30,2610
35,2635
40,2602
45,2614
50,2674
55,2654
60,2641
65,2611
70,2544
75,2544
80,2677
85,2664
90,2632
95,2639
100,2709
